Name1,Name2,Name1_res,Draw,Name2_res,Names_x,Intelligence_x,Strength_x,Speed_x,Durability_x,Power_x,Combat_x,Names_y,Intelligence_y,Strength_y,Speed_y,Durability_y,Power_y,Combat_y
Air-Walker,Steel,100.0,0.0,0.0,Air-Walker,50.0,100.0,100.0,100.0,90.0,80.0,Steel,82.5,55.0,32.5,57.5,57.5,42.5
Moon Knight,Cloak,0.0,0.0,100.0,Moon Knight,68.33,50.0,50.0,45.0,58.33,88.33,Cloak,60.0,1.0,75.0,35.0,60.0,35.0
Brainiac,Doctor Octopus,100.0,0.0,0.0,Brainiac,96.25,96.25,80.88,68.75,85.62,59.38,Doctor Octopus,81.25,28.75,21.25,20.0,30.0,43.75
Mister Freeze,Red Skull,100.0,0.0,0.0,Mister Freeze,85.0,16.6,14.6,15.4,24.0,28.8,Red Skull,82.5,43.75,39.75,37.5,43.75,75.0
Wonder Woman,Atlas,100.0,0.0,0.0,Wonder Woman,79.5,88.0,76.0,73.75,81.5,87.75,Atlas,60.0,100.0,50.0,100.0,100.0,75.0
Medusa,Pixie,50.0,0.0,50.0,Medusa,70.0,50.0,27.5,30.0,57.5,52.5,Pixie,65.0,10.0,50.0,20.0,35.0,50.0
Medusa,Pixie,50.0,0.0,50.0,Medusa,75.0,45.0,30.0,30.0,40.0,85.0,Pixie,65.0,10.0,50.0,20.0,35.0,50.0
Donna Troy,Sif,0.0,0.0,100.0,Donna Troy,70.0,60.0,75.0,75.0,70.0,85.0,Sif,72.5,37.5,40.0,55.0,60.0,90.0
Carnage,Stardust,0.0,0.0,100.0,Carnage,65.71,42.29,34.86,33.57,60.0,73.57,Stardust,60.0,100.0,100.0,100.0,100.0,80.0
Lois Lane,Gwen Stacy,47.1,0.0,52.9,Lois Lane,63.75,1.0,4.75,5.25,4.0,27.5,Gwen Stacy,75.0,1.0,1.0,1.0,1.0,10.0
Jubilee,Emma Frost,0.0,0.0,100.0,Jubilee,60.0,5.0,25.0,20.0,50.0,60.0,Emma Frost,67.5,15.0,6.0,35.0,62.5,50.0
Dormammu,Hercules,100.0,0.0,0.0,Dormammu,96.25,100.0,93.75,100.0,100.0,80.0,Hercules,70.0,100.0,75.0,100.0,100.0,85.0
Dormammu,Hercules,100.0,0.0,0.0,Dormammu,96.25,100.0,93.75,100.0,100.0,80.0,Hercules,65.0,100.0,80.0,100.0,100.0,100.0
Sentry,Mister Fantastic,100.0,0.0,0.0,Sentry,83.75,100.0,100.0,100.0,100.0,65.0,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5
Firestorm,Metallo,0.0,0.0,100.0,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25,Metallo,40.0,30.0,6.0,55.0,50.0,20.0
Punisher,Darkseid,25.0,0.0,75.0,Punisher,62.5,8.0,14.5,12.5,16.0,77.5,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14
Wolverine,Beyonder,42.9,0.0,57.1,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Beyonder,100.0,100.0,100.0,98.0,100.0,90.0
Batgirl IV,Human Torch,0.0,0.0,100.0,Batgirl IV,70.0,1.0,17.0,10.0,12.0,100.0,Human Torch,65.0,8.0,35.0,36.67,56.67,48.33
Atom,Cyborg Superman,0.0,0.0,100.0,Atom,86.67,26.67,19.0,25.0,50.0,41.67,Cyborg Superman,85.0,100.0,92.5,87.5,82.5,65.0
Raven,Booster Gold,0.0,0.0,100.0,Raven,76.25,41.5,64.38,63.75,90.0,56.88,Booster Gold,73.33,41.67,60.0,55.0,65.0,51.67
Thor,Apollo,85.7,0.0,14.3,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Apollo,75.0,55.0,100.0,60.0,85.0,70.0
Thor,Apollo,85.7,0.0,14.3,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Apollo,90.0,75.0,100.0,75.0,100.0,80.0
Thor,Apollo,85.7,0.0,14.3,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Apollo,75.0,55.0,100.0,60.0,85.0,70.0
Thor,Apollo,85.7,0.0,14.3,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Apollo,90.0,75.0,100.0,75.0,100.0,80.0
Electro,Cyclops,50.0,0.0,50.0,Electro,56.0,15.4,30.2,15.6,44.0,32.0,Cyclops,67.5,35.0,34.75,40.0,67.5,67.5
Darwin,Magneto,0.0,0.0,100.0,Darwin,65.0,1.0,7.0,7.0,60.0,30.0,Magneto,80.0,82.5,47.5,65.0,85.0,60.0
Darkseid,Scarlet Spider,100.0,0.0,0.0,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14,Scarlet Spider,80.0,30.0,22.0,30.0,45.0,60.0
Wolverine,Gorilla Grodd,50.0,0.0,50.0,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Gorilla Grodd,73.75,22.25,19.75,22.5,41.25,42.5
Doctor Octopus,Starfire,0.0,0.0,100.0,Doctor Octopus,81.25,28.75,21.25,20.0,30.0,43.75,Starfire,60.83,54.17,57.5,45.83,67.5,58.33
Red Arrow,Firestorm,50.0,0.0,50.0,Red Arrow,62.5,3.0,10.0,10.0,17.5,85.0,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Ghost Rider,Northstar,100.0,0.0,0.0,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75,Northstar,65.0,10.0,70.0,30.0,50.0,70.0
Etrigan,Juggernaut,100.0,0.0,0.0,Etrigan,66.67,75.0,58.33,76.67,73.33,70.0,Juggernaut,60.0,85.0,77.0,85.0,91.0,66.0
Nightcrawler,Batgirl IV,100.0,0.0,0.0,Nightcrawler,55.0,19.0,18.0,15.0,57.5,50.0,Batgirl IV,70.0,1.0,17.0,10.0,12.0,100.0
Gladiator,Doctor Fate,0.0,0.0,100.0,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Doctor Fate,87.5,95.62,98.12,93.75,100.0,70.62
Nightwing,Medusa,100.0,0.0,0.0,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12,Medusa,70.0,50.0,27.5,30.0,57.5,52.5
Nightwing,Medusa,100.0,0.0,0.0,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12,Medusa,75.0,45.0,30.0,30.0,40.0,85.0
Cheetah,Emma Frost,100.0,0.0,0.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Emma Frost,67.5,15.0,6.0,35.0,62.5,50.0
The Spectre,Swamp Thing,100.0,0.0,0.0,The Spectre,100.0,100.0,100.0,100.0,100.0,90.0,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33
Green Arrow,Agent Venom,0.0,0.0,100.0,Green Arrow,67.5,4.5,14.17,10.67,12.83,73.33,Agent Venom,70.0,25.0,30.0,30.0,65.0,100.0
Firestar,Silk,100.0,0.0,0.0,Firestar,68.33,10.33,26.67,21.33,66.67,46.67,Silk,65.0,25.0,25.0,20.0,40.0,75.0
Agent Venom,Elektra,66.7,0.0,33.3,Agent Venom,70.0,25.0,30.0,30.0,65.0,100.0,Elektra,68.33,3.33,12.67,10.0,20.0,91.67
Hybrid,Tiger Shark,50.0,0.0,50.0,Hybrid,50.0,30.0,25.0,50.0,60.0,70.0,Tiger Shark,55.0,75.0,50.0,50.0,55.0,60.0
Clayface,Doctor Octopus,50.0,0.0,50.0,Clayface,57.5,25.0,30.5,18.25,40.0,34.75,Doctor Octopus,81.25,28.75,21.25,20.0,30.0,43.75
Shazam,Doctor Octopus,100.0,0.0,0.0,Shazam,70.0,92.5,77.5,70.0,80.0,48.75,Doctor Octopus,81.25,28.75,21.25,20.0,30.0,43.75
Vixen,Dagger,0.0,0.0,100.0,Vixen,65.0,25.0,25.0,20.0,50.0,70.0,Dagger,60.0,1.0,5.0,10.0,60.0,45.0
Cheetah,Dazzler,100.0,0.0,0.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Dazzler,75.0,1.0,20.0,20.0,75.0,60.0
Cheetah,Medusa,50.0,0.0,50.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Medusa,70.0,50.0,27.5,30.0,57.5,52.5
Cheetah,Medusa,50.0,0.0,50.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Medusa,75.0,45.0,30.0,30.0,40.0,85.0
Cheetah,Crystal,0.0,0.0,100.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Crystal,60.0,25.0,25.0,30.0,50.0,60.0
Blue Beetle II,Wolverine,100.0,0.0,0.0,Blue Beetle II,95.0,6.0,14.0,15.0,20.0,70.0,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5
Howard The Duck,Nightwing,33.3,0.0,66.7,Howard The Duck,65.0,1.0,25.0,10.0,20.0,30.0,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12
Supergirl,Black Canary,100.0,0.0,0.0,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0
Daken,Red Hood,100.0,0.0,0.0,Daken,70.0,11.0,25.0,30.0,50.0,80.0,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43
Shazam,Starfire,100.0,0.0,0.0,Shazam,70.0,92.5,77.5,70.0,80.0,48.75,Starfire,60.83,54.17,57.5,45.83,67.5,58.33
Flash,Moonstar,100.0,0.0,0.0,Flash,74.52,24.33,98.1,47.24,83.33,57.1,Moonstar,65.0,8.0,20.0,15.0,25.0,75.0
Loki,Steel,100.0,0.0,0.0,Loki,88.12,71.88,71.25,71.88,87.5,82.5,Steel,82.5,55.0,32.5,57.5,57.5,42.5
Mysterio,Daredevil,0.0,0.0,100.0,Mysterio,77.5,5.5,25.0,19.0,30.0,67.5,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75
Metamorpho,Clayface,87.5,12.5,0.0,Metamorpho,85.0,75.0,100.0,100.0,85.0,70.0,Clayface,57.5,25.0,30.5,18.25,40.0,34.75
Shazam,Mera,100.0,0.0,0.0,Shazam,70.0,92.5,77.5,70.0,80.0,48.75,Mera,72.5,30.0,32.5,40.0,65.0,80.0
Batgirl IV,Green Lantern,0.0,0.0,100.0,Batgirl IV,70.0,1.0,17.0,10.0,12.0,100.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Captain Cold,Deadshot,0.0,0.0,100.0,Captain Cold,76.67,9.0,13.33,11.67,15.0,43.33,Deadshot,58.57,5.14,16.14,9.29,13.86,65.0
Vulture,Green Lantern,0.0,0.0,100.0,Vulture,72.5,25.0,25.0,25.0,32.5,37.5,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Luke Cage,Blue Beetle,0.0,0.0,100.0,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0,Blue Beetle,68.75,32.5,50.0,43.75,62.5,46.25
Magneto,Green Lantern,50.0,0.0,50.0,Magneto,80.0,82.5,47.5,65.0,85.0,60.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Mister Fantastic,Wonder Man,0.0,0.0,100.0,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5,Wonder Man,70.0,95.0,75.0,90.0,85.0,70.0
Invisible Woman,Wonder Man,14.3,0.0,85.7,Invisible Woman,77.5,25.5,19.5,50.0,67.5,47.5,Wonder Man,70.0,95.0,75.0,90.0,85.0,70.0
Human Torch,Wonder Man,100.0,0.0,0.0,Human Torch,65.0,8.0,35.0,36.67,56.67,48.33,Wonder Man,70.0,95.0,75.0,90.0,85.0,70.0
Alfred Pennyworth,Killer Croc,25.0,0.0,75.0,Alfred Pennyworth,67.5,8.0,4.75,7.75,6.0,31.0,Killer Croc,47.0,28.0,15.4,15.8,28.0,39.0
Mockingbird,Moon Knight,0.0,0.0,100.0,Mockingbird,70.0,25.0,25.0,15.0,30.0,75.0,Moon Knight,68.33,50.0,50.0,45.0,58.33,88.33
Despero,General Zod,100.0,0.0,0.0,Despero,78.33,70.0,60.33,75.0,86.67,73.33,General Zod,69.17,95.83,90.83,67.5,72.5,82.5
Falcon,Jean Grey,0.0,0.0,100.0,Falcon,60.0,19.0,27.5,22.0,20.0,70.0,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67
Gamora,Shadowcat,80.0,0.0,20.0,Gamora,65.0,20.0,47.0,42.5,52.5,90.0,Shadowcat,70.0,1.0,10.33,18.33,58.33,55.0
Sportsmaster,Wonder Girl,0.0,0.0,100.0,Sportsmaster,60.0,5.0,8.0,10.0,10.0,70.0,Wonder Girl,66.67,36.67,38.0,35.0,48.33,76.67
Brainiac,Shazam,0.0,0.0,100.0,Brainiac,96.25,96.25,80.88,68.75,85.62,59.38,Shazam,70.0,92.5,77.5,70.0,80.0,48.75
Batman,Maria Hill,100.0,0.0,0.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Maria Hill,70.0,1.0,9.0,6.0,7.5,77.5
Mister Mxyzptlk,Magneto,50.0,0.0,50.0,Mister Mxyzptlk,95.0,100.0,100.0,100.0,100.0,50.0,Magneto,80.0,82.5,47.5,65.0,85.0,60.0
Deadshot,Gamora,0.0,0.0,100.0,Deadshot,58.57,5.14,16.14,9.29,13.86,65.0,Gamora,65.0,20.0,47.0,42.5,52.5,90.0
Brainiac,General Zod,90.0,0.0,10.0,Brainiac,96.25,96.25,80.88,68.75,85.62,59.38,General Zod,69.17,95.83,90.83,67.5,72.5,82.5
Lobo,Beast,100.0,0.0,0.0,Lobo,93.33,100.0,93.33,95.0,85.0,98.33,Beast,87.5,19.0,18.0,20.0,42.5,55.0
Spoiler,Robin V,0.0,0.0,100.0,Spoiler,80.0,1.0,17.0,5.0,15.0,80.0,Robin V,75.0,1.0,17.0,10.0,10.0,95.0
Brainiac 5,Leader,100.0,0.0,0.0,Brainiac 5,97.5,32.5,37.5,32.5,57.5,45.0,Leader,100.0,25.0,25.0,100.0,70.0,70.0
Galactus,Despero,100.0,0.0,0.0,Galactus,98.33,100.0,98.33,96.67,97.0,76.0,Despero,78.33,70.0,60.33,75.0,86.67,73.33
Gamora,Supergirl,25.0,0.0,75.0,Gamora,65.0,20.0,47.0,42.5,52.5,90.0,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0
Thanos,Firelord,100.0,0.0,0.0,Thanos,94.64,96.43,77.86,86.07,93.93,96.07,Firelord,60.0,85.0,100.0,100.0,100.0,75.0
Silk,Star-Lord,100.0,0.0,0.0,Silk,65.0,25.0,25.0,20.0,40.0,75.0,Star-Lord,68.75,32.75,25.25,25.0,38.75,66.25
Havok,Psylocke,0.0,0.0,100.0,Havok,62.5,3.0,15.5,12.5,52.5,55.0,Psylocke,62.5,15.0,18.0,20.0,57.5,85.0
Gambit,Shatterstar,100.0,0.0,0.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Shatterstar,75.0,25.0,25.0,20.0,25.0,95.0
Maxima,Superboy-Prime,0.0,0.0,100.0,Maxima,80.0,100.0,85.0,75.0,80.0,60.0,Superboy-Prime,80.0,100.0,100.0,100.0,100.0,100.0
Faora,Ghost Rider,0.0,0.0,100.0,Faora,70.0,98.33,81.67,66.67,78.33,76.67,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Solomon Grundy,Green Lantern,20.0,0.0,80.0,Solomon Grundy,35.0,35.0,13.33,51.67,53.33,30.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Catwoman,El Diablo,0.0,0.0,100.0,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69,El Diablo,57.5,25.0,15.5,22.5,45.0,52.5
Taskmaster,Anti-Venom,0.0,0.0,100.0,Taskmaster,63.33,10.33,19.33,20.0,23.33,98.33,Anti-Venom,60.0,40.0,25.0,47.5,62.5,72.5
Sandman,Daredevil,100.0,0.0,0.0,Sandman,55.0,47.5,21.0,60.0,55.0,40.0,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75
Speedy,Ares,0.0,0.0,100.0,Speedy,65.0,3.0,11.5,10.0,17.5,80.0,Ares,94.17,97.5,83.33,83.33,90.83,100.0
Speedy,Ares,0.0,0.0,100.0,Speedy,65.0,3.0,11.5,10.0,17.5,80.0,Ares,80.0,90.0,75.0,95.0,80.0,100.0
Wonder Girl,Martian Manhunter,0.0,0.0,100.0,Wonder Girl,66.67,36.67,38.0,35.0,48.33,76.67,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0
Mephisto,The Spectre,0.0,0.0,100.0,Mephisto,100.0,100.0,100.0,100.0,100.0,77.5,The Spectre,100.0,100.0,100.0,100.0,100.0,90.0
Captain Cold,Plastic Man,0.0,0.0,100.0,Captain Cold,76.67,9.0,13.33,11.67,15.0,43.33,Plastic Man,70.0,45.0,25.0,60.0,60.0,60.0
Rogue,Air-Walker,0.0,0.0,100.0,Rogue,64.29,58.0,36.57,50.71,80.71,64.29,Air-Walker,50.0,100.0,100.0,100.0,90.0,80.0
Blue Beetle II,Black Widow,100.0,0.0,0.0,Blue Beetle II,95.0,6.0,14.0,15.0,20.0,70.0,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44
Thor,Despero,51.1,2.2,46.7,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Despero,78.33,70.0,60.33,75.0,86.67,73.33
Thor,Despero,51.1,2.2,46.7,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Despero,78.33,70.0,60.33,75.0,86.67,73.33
Mister Freeze,Cyclops,0.0,0.0,100.0,Mister Freeze,85.0,16.6,14.6,15.4,24.0,28.8,Cyclops,67.5,35.0,34.75,40.0,67.5,67.5
Invisible Woman,Batgirl VI,100.0,0.0,0.0,Invisible Woman,77.5,25.5,19.5,50.0,67.5,47.5,Batgirl VI,75.0,1.0,11.0,10.0,10.0,85.0
Artemis,Elektra,100.0,0.0,0.0,Artemis,70.0,25.5,15.5,30.0,42.5,90.0,Elektra,68.33,3.33,12.67,10.0,20.0,91.67
Domino,Nova,0.0,0.0,100.0,Domino,60.0,1.0,10.0,9.5,37.5,55.0,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Aquaman,Luke Cage,100.0,0.0,0.0,Aquaman,64.09,68.64,48.82,46.55,60.0,72.73,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0
Aquaman,Red Arrow,100.0,0.0,0.0,Aquaman,64.09,68.64,48.82,46.55,60.0,72.73,Red Arrow,62.5,3.0,10.0,10.0,17.5,85.0
Namor,Beta Ray Bill,0.0,0.0,100.0,Namor,68.33,98.33,58.33,81.67,80.0,73.33,Beta Ray Bill,70.0,100.0,100.0,100.0,100.0,80.0
Merlyn,Hawkeye,0.0,0.0,100.0,Merlyn,70.0,1.0,6.0,10.0,15.0,80.0,Hawkeye,64.0,2.6,10.6,10.4,17.6,82.0
John Constantine,Doomsday,50.0,0.0,50.0,John Constantine,82.14,20.43,27.29,36.43,77.14,53.57,Doomsday,41.67,100.0,75.83,85.0,91.67,49.17
Hulk,Mister Freeze,100.0,0.0,0.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Mister Freeze,85.0,16.6,14.6,15.4,24.0,28.8
Galactus,Gog,0.0,0.0,100.0,Galactus,98.33,100.0,98.33,96.67,97.0,76.0,Gog,65.0,100.0,100.0,85.0,70.0,50.0
Deadshot,Rick Flag,100.0,0.0,0.0,Deadshot,58.57,5.14,16.14,9.29,13.86,65.0,Rick Flag,60.0,3.0,11.5,10.0,10.0,70.0
Mystique,Clayface,0.0,0.0,100.0,Mystique,65.0,7.5,13.0,12.5,55.0,75.0,Clayface,57.5,25.0,30.5,18.25,40.0,34.75
Blade,Beyonder,0.0,0.0,100.0,Blade,62.5,22.5,25.0,22.5,35.0,87.5,Beyonder,100.0,100.0,100.0,98.0,100.0,90.0
The One-Above-All,Jean Grey,100.0,0.0,0.0,The One-Above-All,100.0,100.0,100.0,100.0,100.0,100.0,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67
Batgirl,Toxin,0.0,0.0,100.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Toxin,65.0,45.0,35.0,51.67,71.67,71.67
Luke Cage,Toxin,0.0,0.0,100.0,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0,Toxin,65.0,45.0,35.0,51.67,71.67,71.67
Scarlet Witch,Eternity,18.2,0.0,81.8,Scarlet Witch,82.14,61.57,85.0,81.43,97.14,66.43,Eternity,100.0,100.0,100.0,100.0,100.0,81.67
Maxima,Jean Grey,0.0,0.0,100.0,Maxima,80.0,100.0,85.0,75.0,80.0,60.0,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67
The Living Tribunal,Oblivion,69.4,2.8,27.8,The Living Tribunal,100.0,100.0,100.0,100.0,100.0,100.0,Oblivion,97.5,100.0,100.0,100.0,100.0,90.0
The Living Tribunal,Oblivion,69.4,2.8,27.8,The Living Tribunal,100.0,100.0,100.0,100.0,100.0,100.0,Oblivion,100.0,100.0,100.0,100.0,100.0,100.0
Robin,Solomon Grundy,0.0,0.0,100.0,Robin,73.57,8.5,12.71,10.21,12.86,83.21,Solomon Grundy,35.0,35.0,13.33,51.67,53.33,30.0
Green Lantern,Loki,0.0,0.0,100.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Loki,88.12,71.88,71.25,71.88,87.5,82.5
Blob,Giganta,0.0,0.0,100.0,Blob,50.0,27.5,15.5,35.0,42.5,50.0,Giganta,62.5,62.5,22.5,42.5,37.5,27.5
Vixen,Shatterstar,75.0,0.0,25.0,Vixen,65.0,25.0,25.0,20.0,50.0,70.0,Shatterstar,75.0,25.0,25.0,20.0,25.0,95.0
Chameleon,Catwoman,0.0,0.0,100.0,Chameleon,70.0,5.0,13.0,10.0,20.0,75.0,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69
Black Cat,Darkhawk,66.7,0.0,33.3,Black Cat,72.5,45.0,42.0,40.0,57.5,75.0,Darkhawk,60.0,75.0,75.0,30.0,50.0,70.0
Metamorpho,Venom,100.0,0.0,0.0,Metamorpho,85.0,75.0,100.0,100.0,85.0,70.0,Venom,62.14,30.0,21.43,25.71,52.14,75.0
Lightning Lad,Catwoman,100.0,0.0,0.0,Lightning Lad,60.0,5.0,10.0,10.0,55.0,45.0,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69
The Living Tribunal,Nemesis,71.4,0.0,28.6,The Living Tribunal,100.0,100.0,100.0,100.0,100.0,100.0,Nemesis,100.0,100.0,100.0,100.0,100.0,100.0
Kronos,Nemesis,0.0,0.0,100.0,Kronos,100.0,100.0,100.0,100.0,100.0,80.0,Nemesis,100.0,100.0,100.0,100.0,100.0,100.0
Black Manta,Darkseid,0.0,0.0,100.0,Black Manta,67.0,23.6,23.4,28.0,33.0,71.0,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14
Kingpin,Thanos,0.0,0.0,100.0,Kingpin,66.25,22.0,14.0,17.5,12.5,65.0,Thanos,94.64,96.43,77.86,86.07,93.93,96.07
Green Arrow,Hawk,80.0,0.0,20.0,Green Arrow,67.5,4.5,14.17,10.67,12.83,73.33,Hawk,62.5,13.0,15.5,20.0,22.5,80.0
Lex Luthor,X-23,80.0,0.0,20.0,Lex Luthor,90.0,51.64,53.45,45.27,42.36,43.73,X-23,55.0,13.0,19.33,46.67,50.0,58.33
Swamp Thing,Lobo,77.8,0.0,22.2,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33,Lobo,93.33,100.0,93.33,95.0,85.0,98.33
Swamp Thing,Krypto,100.0,0.0,0.0,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33,Krypto,45.0,75.0,87.5,67.5,67.5,25.0
Iron Man,Giganta,100.0,0.0,0.0,Iron Man,88.08,78.85,65.58,71.27,80.58,71.54,Giganta,62.5,62.5,22.5,42.5,37.5,27.5
Cyborg,Songbird,100.0,0.0,0.0,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78,Songbird,65.0,15.0,35.0,25.0,25.0,70.0
Maxima,Cheetah,0.0,0.0,100.0,Maxima,80.0,100.0,85.0,75.0,80.0,60.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5
Atrocitus,Captain Britain,100.0,0.0,0.0,Atrocitus,90.0,100.0,100.0,100.0,100.0,70.0,Captain Britain,72.5,20.0,25.0,21.5,30.0,47.5
Shadowcat,Miss Martian,0.0,0.0,100.0,Shadowcat,70.0,1.0,10.33,18.33,58.33,55.0,Miss Martian,61.67,53.33,50.0,53.33,73.33,40.0
Shazam,Black Cat,50.0,0.0,50.0,Shazam,70.0,92.5,77.5,70.0,80.0,48.75,Black Cat,72.5,45.0,42.0,40.0,57.5,75.0
Thor,Captain Britain,90.0,0.0,10.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Captain Britain,72.5,20.0,25.0,21.5,30.0,47.5
Thor,Captain Britain,90.0,0.0,10.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Captain Britain,72.5,20.0,25.0,21.5,30.0,47.5
Hercules,Kurse,25.0,0.0,75.0,Hercules,70.0,100.0,75.0,100.0,100.0,85.0,Kurse,47.5,100.0,75.0,65.0,70.0,65.0
Hercules,Kurse,25.0,0.0,75.0,Hercules,65.0,100.0,80.0,100.0,100.0,100.0,Kurse,47.5,100.0,75.0,65.0,70.0,65.0
Vision,Destroyer,50.0,0.0,50.0,Vision,89.17,67.5,53.33,58.33,74.17,69.17,Destroyer,68.33,78.33,73.33,78.33,86.67,90.0
Red Skull,Ghost Rider,0.0,0.0,100.0,Red Skull,82.5,43.75,39.75,37.5,43.75,75.0,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Stardust,Cheetah,0.0,0.0,100.0,Stardust,60.0,100.0,100.0,100.0,100.0,80.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5
Faora,Granny Goodness,100.0,0.0,0.0,Faora,70.0,98.33,81.67,66.67,78.33,76.67,Granny Goodness,80.0,75.0,55.0,75.0,62.5,67.5
Ant-Man,Bronze Tiger,100.0,0.0,0.0,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67,Bronze Tiger,65.0,10.0,10.0,12.0,15.0,100.0
Abraxas,General Zod,0.0,0.0,100.0,Abraxas,100.0,100.0,100.0,100.0,100.0,70.0,General Zod,69.17,95.83,90.83,67.5,72.5,82.5
Poison Ivy,Hercules,0.0,0.0,100.0,Poison Ivy,69.17,16.33,12.5,19.33,40.83,25.67,Hercules,70.0,100.0,75.0,100.0,100.0,85.0
Poison Ivy,Hercules,0.0,0.0,100.0,Poison Ivy,69.17,16.33,12.5,19.33,40.83,25.67,Hercules,65.0,100.0,80.0,100.0,100.0,100.0
Angel Salvadore,Nick Fury,0.0,0.0,100.0,Angel Salvadore,55.0,1.0,25.0,15.0,50.0,50.0,Nick Fury,80.0,3.5,25.5,10.5,7.5,65.0
Eternity,Spider-Man,80.0,0.0,20.0,Eternity,100.0,100.0,100.0,100.0,100.0,81.67,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26
The One-Above-All,Death,100.0,0.0,0.0,The One-Above-All,100.0,100.0,100.0,100.0,100.0,100.0,Death,85.0,100.0,100.0,100.0,100.0,70.0
The One-Above-All,Death,100.0,0.0,0.0,The One-Above-All,100.0,100.0,100.0,100.0,100.0,100.0,Death,75.0,31.75,35.25,50.0,77.5,68.75
Death,The One-Above-All,0.0,0.0,100.0,Death,85.0,100.0,100.0,100.0,100.0,70.0,The One-Above-All,100.0,100.0,100.0,100.0,100.0,100.0
Death,The One-Above-All,0.0,0.0,100.0,Death,75.0,31.75,35.25,50.0,77.5,68.75,The One-Above-All,100.0,100.0,100.0,100.0,100.0,100.0
Cyborg,Havok,0.0,0.0,100.0,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78,Havok,62.5,3.0,15.5,12.5,52.5,55.0
